단축코드,한글 종목약명
052020,에스티큐브
237690,에스티팜
050760,에스폴리텍
288620,에스퓨얼셀
443670,에스피소프트
317830,에스피시스템스
058610,에스피지
043340,에쎈테크
023960,에쓰씨엔지니어링
163280,에어레인
298690,에어부산
054630,에이디칩스
200710,에이디테크놀로지
475580,에이럭스
096690,에이루트
078520,에이블씨엔씨
298380,에이비엘바이오
203400,에이비온
195990,에이비프로바이오
003800,에이스침대
088800,에이스테크
241840,에이스토리
311960,에이아이더뉴트리진
453860,에이에스텍
312610,에이에프더블류
015260,에이엔피
172670,에이엘티
495900,에이엠시지
234070,에이원알폼
140910,에이리츠
445090,에이직랜드
039570,HDC랩스
089470,HDC현대EP
009540,HD한국조선해양
267270,HD현대건설기계
443060,HD현대마린솔루션
071970,HD현대마린엔진
010620,HD현대미포
267250,HD현대
322000,HD현대에너지솔루션
042670,HD현대인프라코어
267260,HD현대일렉트릭
329180,HD현대중공업
295310,에이치브이엠
297890,HB솔루션
440290,HB인베스트먼트
078150,HB테크놀러지
072990,에이치시티
036640,HRS
002460,HS화성
487570,HS효성
298050,HS효성첨단소재
044990,에이치엔에스하이텍
028300,HLB
003580,HLB글로벌
278650,HLB바이오스텝
343090,HLB사이언스
067630,HLB생명과학
187420,HLB제넥스
047920,HLB제약
115450,HLB테라퓨틱스
046210,HLB파나진
239610,에이치엘사이언스
462020,에이치엠씨제6호스팩
477340,에이치엠씨제7호스팩
011200,HMM
148930,에이치와이티씨
376270,에이치이엠파마
044780,에이치케이
195940,HK이노엔
403870,HPSP
357230,에이치피오
355690,에이텀
071670,에이테크솔루션
045660,에이텍
224110,에이텍모빌리티
021080,에이티넘인베스트
200470,에이팩트
207490,에이펙스인텍
262260,에이프로
003060,에이프로젠바이오로직스
007460,에이프로젠
397030,에이프릴바이오
244920,에이플러스에셋
265520,AP시스템
278470,에이피알
054620,APS
211270,AP위성
109960,AP헬스케어
230240,에치에프알
230360,에코마케팅
038870,에코바이오
097780,에코볼트
448280,에코아이
101360,에코앤드림
128540,에코캡
086520,에코프로
450080,에코프로머티
247540,에코프로비엠
383310,에코프로에이치엔
038110,에코플라스틱
073540,에프알텍
064850,에프앤가이드
214270,FSN
036810,에프에스티
173940,에프엔씨엔터
083500,에프엔에스테크
446440,에피바이오텍
054940,엑사이엔씨
950130,엑세스바이오
373110,엑셀세라퓨틱스
205100,엑셈
356680,엑스게이트
070300,엑스큐어
317770,엑스페릭스
373200,엑스플러스
069920,엑시온그룹
092870,엑시콘
019490,엑시큐어하이트론
317870,엔바이오니아
067570,엔브이에이치코리아
236810,엔비티
140610,엔솔바이오사이언스
333620,엔시스
101400,엔시트론
036570,엔씨소프트
238170,엔에스엠
078860,엔에스이엔엠
224760,엔에스컴퍼니
422040,엔에이치스팩23호
437780,엔에이치스팩24호
438580,엔에이치스팩25호
439410,엔에이치스팩26호
440820,엔에이치스팩27호
451700,엔에이치스팩29호
466910,엔에이치스팩30호
481890,엔에이치스팩31호
104200,NHN벅스
060250,NHN KCP
400760,NH올원리츠
005945,NH투자증권우
005940,NH투자증권
265740,엔에프씨
053290,NE능률
354200,엔젠바이오
455900,엔젤로보틱스
419080,엔젯
093510,엔지브이아이
208860,엔지스테크널러지
183490,엔지켐생명과학
085310,엔케이
182400,엔케이맥스
348370,엔켐
069410,엔텔스
227950,엔투텍
291230,엔피
198080,엔피디
222160,NPX
048830,엔피케이
096870,엘디티
276240,엘리비젼
900140,엘브이엠씨홀딩스
376190,LB루셈
061970,LB세미콘
309960,LB인베스트먼트
290650,엘앤씨바이오
066970,엘앤에프
156100,엘앤케이바이오
060370,LS마린솔루션
417200,LS머트리얼즈
078020,LS증권
311060,엘에이티
108675,LX하우시스우
108670,LX하우시스
38380K,LX홀딩스1우
383800,LX홀딩스
073110,엘엠에스
083310,엘오티베큠
064400,LG씨엔에스
037560,LG헬로비전
037950,엘컴텍
225190,LK삼양
170920,엘티씨
476080,M83
058630,엠게임
058970,엠로
019590,엠벤처투자
097520,엠씨넥스
373170,엠아이큐브솔루션
179290,엠아이텍
484870,엠앤씨솔루션
009780,엠에스씨
123040,엠에스오토텍
432980,엠에프씨
323230,엠에프엠코리아
413390,엠오티
032790,엠젠솔루션
033160,엠케이전자
347890,엠투아이
033310,엠투엔
259630,엠플러스
105550,엣지파운드리
060850,영림원소프트랩
014440,영보화학
143540,영우디에스피
111770,영원무역
009970,영원무역홀딩스
003520,영진약품
000670,영풍
036560,영풍정밀
006740,영풍제지
012280,영화금속
265560,영화테크
012160,영흥
036000,예림당
250930,예선테크
053280,예스24
015360,예스코홀딩스
122640,예스티
900300,오가닉티코스메틱
212310,오건에코텍
045060,오공
080520,오디텍
007310,오뚜기
039830,오로라
322310,오로스테크놀로지
046120,오르비텍
014940,오리엔탈정공
002630,오리엔트바이오
065500,오리엔트정공
271560,오리온
001800,오리온홀딩스
010470,오리콤
417860,오브젠
352910,오비고
053980,오상자이엘
036220,오상헬스케어
052420,오성첨단소재
332190,오션스바이오
052300,오션인더블유
039200,오스코텍
031510,오스템
010060,OCI홀딩스
368970,오에스피
138080,오이솔루션
080580,오킨스전자
067170,오텍
353590,오토앤
173130,오파스넷
049480,오픈베이스
394280,오픈엣지테크놀로지
309930,오하임앤컴퍼니
476060,온코닉테라퓨틱스
382150,온코크로스
005320,온타이드
244460,올리패스
226950,올릭스
057540,옴니시스템
131030,옵투스제약
082210,옵트론텍
109080,옵티시스
380540,옵티코어
153710,옵티팜
051390,YW
432430,와이랩
338840,와이바이오로직스
057030,YBM넷
122990,와이솔
232140,와이씨
112290,와이씨켐
065530,와이어블
067900,와이엔텍
007530,와이엠
155650,와이엠씨
273640,와이엠텍
251370,와이엠티
066430,와이오엠
209640,와이제이링크
096250,와이즈넛
273060,와이즈버즈
019210,와이지-원
122870,와이지엔터테인먼트
037270,YG PLUS
011690,와이투솔루션
040300,YTN
332570,와이팜
079000,와토스코리아
316140,우리금융지주
032820,우리기술
041190,우리기술투자
115440,우리넷
046970,우리로
082850,우리바이오
215360,우리산업
072470,우리산업홀딩스
073560,우리손에프앤지
037400,우리엔터프라이즈
153490,우리이앤엘
101170,우림피티에스
006980,우성
066590,우수AMS
017370,우신시스템
103840,우양
046940,우원개발
215380,우정바이오
065680,우주일렉트로
105840,우진
018620,우진비앤지
010400,우진아이엔에스
457550,우진엔텍
049800,우진플라임
016880,웅진
095720,웅진씽크빅
396470,워트
005820,원림
307280,원바이오젠
032940,원익
104830,원익머트리얼즈
240810,원익IPS
014190,원익큐브
074600,원익QnC
217820,원익피앤이
030530,원익홀딩스
012620,원일특강
382840,원준
336570,원텍
376980,원티드랩
122830,원포유
008370,원풍
008290,원풍물산
101160,월덱스
336060,웨이버스
095270,웨이브일렉트로
289930,웨이비스
010600,웰바이오텍
065950,웰크론
076080,웰크론한텍
043590,웰킵스하이텍
196700,웹스
069080,웹젠
053580,웹케시
071460,위니아
377460,위니아에이드
044340,위닉스
330350,위더스제약
348350,위드텍
112040,위메이드
101730,위메이드맥스
123420,위메이드플레이
065370,위세아이텍
140660,위월드
038620,위즈코프
299900,위지윅스튜디오
036090,위지트
459100,위츠
136540,윈스
097800,윈팩
192390,윈하이텍
008600,윌비스
335870,윙스풋
900340,윙입푸드
014830,유니드
446070,유니드비티플러스
036200,유니셈
018000,유니슨
047400,유니온머티리얼
000910,유니온
203450,유니온커뮤니티
011330,유니켐
077500,유니퀘스트
011320,유니크
086390,유니테스트
241690,유니테크노
142210,유니트론텍
121060,유니포인트
389680,유디엠텍
088340,유라클
048430,유라테크
206650,유바이오로직스
089850,유비벨록스
495810,유비씨
084440,유비온
032620,유비케어
264450,유비쿼스
078070,유비쿼스홀딩스
002920,유성기업
024800,유성티엔에스
000700,유수홀딩스
054930,유신
069330,유아이디
049520,유아이엘
435380,유안타제10호스팩
444920,유안타제11호스팩
446150,유안타제12호스팩
449020,유안타제13호스팩
450940,유안타제14호스팩
473050,유안타제15호스팩
474490,유안타제16호스팩
493790,유안타제17호스팩
430700,유안타제9호스팩
003475,유안타증권우
003470,유안타증권
263770,유에스티
337840,유엑스엔
072130,유엔젤
000225,유유제약1우
000227,유유제약2우B
000220,유유제약
388720,유일로보틱스
340930,유일에너테크
023410,유진기업
468760,유진스팩10호
488060,유진스팩11호
442130,유진스팩9호
056080,유진로봇
084370,유진테크
240600,유진테크놀로지
001200,유진투자증권
221800,유투바이오
179900,유티아이
263050,유틸렉스
000105,유한양행우
000100,유한양행
003465,유화증권우
003460,유화증권
191410,육일씨엔에쓰
372170,윤성에프앤씨
146060,율촌
008730,율촌화학
072770,율호
008250,이건산업
039020,이건홀딩스
025820,이구산업
067920,이글루
044960,이글벳
303530,이노뎁
296640,이노룰스
302430,이노메트리
279060,이노벡스
214320,이노션
462350,이노스페이스
274400,이노시뮬레이션
073490,이노와이어리스
215790,이노인스트루먼트
344860,이노진
088390,이녹스
272290,이녹스첨단소재
053350,이니텍
452400,이닉스
264850,이랜시스
054210,이랜텍
009730,이렘
065440,이루온
088260,이리츠코크렙
139480,이마트
115610,이미지스
478110,이베스트스팩6호
131400,이브이첨단소재
208850,이비테크
351330,이삭엔지니어링
080010,이상네트웍스
379390,이성씨엔아이
457190,이수스페셜티케미컬
086890,이수앱지스
007660,이수페타시스
005950,이수화학
015020,이스타코
047560,이스트소프트
900110,이스트아시아홀딩스
239340,이스트에이드
067010,이씨에스
093230,이아이디
341310,이앤에치
418620,이에이트
456070,이엔셀
102710,이엔에프테크놀로지
074610,이엔플러스
041520,이엘씨
063760,이엘피
123570,이엠넷
278990,EMB
083470,이엠앤아이
095190,이엠코리아
091120,이엠텍
232530,이엠티
102460,이연제약
039030,이오테크닉스
294090,이오플로우
245620,EDGC
088290,이원컴포텍
084680,이월드
037370,EG
353810,이지바이오
350520,이지스레지던스리츠
334890,이지스밸류리츠
099750,이지케어텍
377330,이지트로닉스
035810,이지홀딩스
160600,이큐셀
092130,이크레더블
096040,이트론
134060,이퓨쳐
001840,이화공영
000760,이화산업
024810,이화전기
014990,인디에프
041830,인바디
352940,인바이오
101140,인바이오젠
216400,인바이츠바이오코아
079950,인베니아
389470,인벤티지랩
277410,인산가
060150,인선이엔티
033230,인성정보
450520,인스웨이브시스템즈
006490,인스코비
465480,인스피언
037330,인지디스플레
100030,인지소프트
023800,인지컨트롤스
034590,인천도시가스
211050,인카금융서비스
083640,인콘
064090,인크레더블버즈
216050,인크로스
049070,인탑스
119610,인터로조
017250,인터엠
129260,인터지스
051370,인터플렉스
064290,인텍플러스
189300,인텔리안테크
150840,인트로메딕
048530,인트론바이오
023810,인팩
115310,인포바인
039290,인포뱅크
071200,인피니트헬스케어
101930,인화정공
249420,일동제약
000230,일동홀딩스
013360,일성건설
003120,일성아이에스
333430,일승
068330,일신바이오
003200,일신방직
007110,일신석재
007575,일양약품우
007570,일양약품
178780,일월지엠엘
008500,일정실업
019540,일지테크
081000,일진다이아
020760,일진디스플
103590,일진전기
094820,일진파워
271940,일진하이솔루스
015860,일진홀딩스
226320,잇츠한불
950140,잉글우드랩
049550,잉크테크
389020,자람테크놀로지
254120,자비스
043910,자연과환경
234920,자이글
289220,자이언트스텝
317400,자이에스앤디
033240,자화전자
174880,장원테크
049630,재영솔루텍
417840,저스템
000950,전방
079900,전진건설로봇
110020,전진바이오팜
208140,정다운
040420,정상제이엘에스
045510,정원엔시스
217190,제너셈
095700,제넥신
072520,제넨바이오
122310,제노레이
361390,제노코
066830,제노텍
225220,제놀루션
123330,제닉
381620,제닉스
159580,제로투세븐
147830,제룡산업
033100,제룡전기
079370,제우스
067290,JW신약
054950,제이브이엠
023440,제이스코홀딩스
090470,제이스텍
137950,제이씨케미칼
033320,제이씨현시스템
417500,제이아이테크
348950,제이알글로벌리츠
204270,제이앤티씨
194370,제이에스코퍼레이션
026040,제이에스티나
452160,제이엔비
126880,제이엔케이글로벌
322510,제이엘케이
254160,제이엠멀티
033050,제이엠아이
094970,제이엠티
418550,제이오
035900,JYP Ent.
025620,제이준코스메틱
420570,제이투케이바이오
089790,제이티
950170,JTC
030000,제일기획
052670,제일바이오
271980,제일약품
412540,제일엠앤에스
001560,제일연마
199820,제일일렉트릭
038010,제일테크노스
002620,제일파마홀딩스
276730,제주맥주
080220,제주반도체
006220,제주은행
089590,제주항공
216080,제테마
229000,젠큐릭스
082270,젬백스
044060,조광ILI
004910,조광페인트
004700,조광피혁
001550,조비
462520,조선내화
120030,조선선재
034940,조아제약
067000,조이시티
018470,조일알미늄
002600,조흥
063160,종근당바이오
185750,종근당
001630,종근당홀딩스
033340,좋은사람들
036930,주성엔지니어링
109070,주성코퍼레이션
185190,수프로
357580,아모센스
226400,오스테오닉
440320,오픈놀
189350,코셋
348080,큐라티스
023450,동남합성
002380,KCC
044380,주연테크
024110,기업은행
072020,중앙백신
000440,중앙에너비스
051980,중앙첨단소재
228760,지노믹트리
314130,지놈앤컴퍼니
013890,지누스
389030,지니너스
043610,지니뮤직
263860,지니언스
303030,지니틱스
036180,지더블유바이텍
208350,지란지교시큐리티
289860,지슨
144510,지씨셀
358570,지아이이노베이션
382480,지아이텍
382800,지앤비에스 에코
299480,지앤이헬스케어
051160,지어소프트
001250,GS글로벌
007070,GS리테일
053050,지에스이
499790,GS피앤엘
130500,GH신소재
388610,지에프씨생명과학
119850,지엔씨에너지
065060,지엔코
204840,지엘팜텍
013870,지엠비코리아
071320,지역난방공사
311320,지오엘리먼트
388050,지투파워
088790,진도
018120,진로발효
109820,진매트릭스
086060,진바이오텍
036890,진성티이씨
363250,진시스템
003780,진양산업
007370,진양제약
010640,진양폴리
100250,진양홀딩스
051630,진양화학
272450,진에어
285800,진영
011000,진원생명과학
250030,진코스텍
002785,진흥기업우B
002787,진흥기업2우B
002780,진흥기업
233990,질경이
085660,차바이오텍
261780,차백신연구소
900250,크리스탈신소재
351870,차이커뮤니케이션
009310,참엔지니어링
094850,참좋은여행
368030,창대정밀
004650,창해에탄올
278280,천보
000650,천일고속
362320,청담글로벌
012600,청호ICT
066360,체리부로
033250,체시스
047820,초록뱀미디어
094360,칩스앤미디어
016920,카스
284620,카이노스메드
446600,카이바이오텍
293490,카카오게임즈
323410,카카오뱅크
035720,카카오
377300,카카오페이
140430,카티스
042000,카페24
006380,카프로
313760,캐리
317530,캐리소프트
071850,캐스텍코리아
210120,캔버스엔
050110,캠시스
452300,캡스톤파트너스
451760,컨텍
900310,컬러레이
078340,컴투스
063080,컴투스홀딩스
307930,컴퍼니케이
079190,케스피온
263700,케어랩스
214370,케어젠
221980,케이디켐
038530,케이바이오
415640,KB발해인프라
001620,케이비아이동국실업
024840,KBI메탈
455250,KB제25호스팩
458320,KB제26호스팩
464680,KB제27호스팩
476470,KB제28호스팩
478390,KB제29호스팩
486630,KB제30호스팩
492220,KB제31호스팩
318000,KBG
192250,케이사인
431190,케이쓰리아이
009440,KC그린홀딩스
029460,케이씨
112190,KC산업
021320,KCC건설
344820,KCC글라스
036670,KCI
115500,케이씨에스
119650,KC코트렐
281820,케이씨텍
089150,케이씨티
025880,케이씨피드
015590,KIB플러그에너지
093320,케이아이엔엑스
093640,케이알엠
044450,KSS해운
101000,KS인더스트리
073010,케이에스피
226360,KH 건설
111870,KH 미래물산
060720,KH바텍
122450,KX
052900,KX하이텍
105330,케이엔더블유
053080,케이엔솔
199430,케이엔알시스템
432470,케이엔에스
058400,KNN
272110,케이엔제이
039420,케이엘넷
083550,케이엠
032500,케이엠더블유
225430,케이엠제약
102370,케이옥션
068100,케이웨더
092220,KEC
046440,KG모빌리언스
151860,KG에코솔루션
035600,KG이니시스
381970,케이카
145270,케이탑리츠
030200,KT
053210,스카이라이프
058850,KTcs
058860,KTis
036030,케이티알파
033780,KT&G
064820,케이프
256940,케이피에스
024880,케이피에프
042040,케이피엠테크
054410,케이피티유
258610,케일럼
274090,켄코아에어로스페이스
402420,켈스
089010,켐트로닉스
220260,켐트로스
176590,코나솔
052400,코나아이
402030,코난테크놀로지
391710,코닉오토메이션
046070,코다코
047770,코데즈컴바인
080530,코디
417310,코람코더원리츠
357120,코람코라이프인프라리츠
104540,코렌텍
027050,코리아나
007815,코리아써우
00781K,코리아써키트2우B
007810,코리아써키트
190650,코리아에셋투자증권
123410,코리아에프티
003690,코리안리
036690,코맥스
049430,코메론
183300,코미코
041960,코미팜
089890,코세스
360350,코셈
082660,코스나인
192820,코스맥스
044820,코스맥스비티아이
222040,코스맥스엔비티
241710,코스메카코리아
005070,코스모신소재
005420,코스모화학
355150,코스텍시스
169670,코스텍시스템
071950,코아스
166480,코아스템켐온
045970,코아시아
196450,코아시아씨엠
384470,코어라인소프트
029960,코엔텍
002025,코오롱우
003075,코오롱글로벌우
003070,코오롱글로벌
45014K,코오롱모빌리티그룹우
450140,코오롱모빌리티그룹
002020,코오롱
102940,코오롱생명과학
138490,코오롱ENP
120115,코오롱인더우
120110,코오롱인더
950160,코오롱티슈진
021240,코웨이
033290,코웰패션
056360,코위버
282880,코윈테크
121850,코이즈
448710,코츠테크놀로지
126730,코칩
015710,코콤
052330,코텍
322780,코퍼스코리아
036420,콘텐트리중앙
200130,콜마비앤에이치
024720,콜마홀딩스
031820,콤텍시스템
294570,쿠콘
192400,쿠쿠홀딩스
284740,쿠쿠홈시스
317690,퀀타매트릭스
078940,퀀타피아
227100,퀀텀온
432720,퀄리타스반도체
456190,큐라켐
365270,큐라클
086460,큐러블
060280,큐렉소
372320,큐로셀
051780,큐로홀딩스
115180,큐리언트
445680,큐리옥스바이오시스템즈
182360,큐브엔터
405100,큐알티
066310,큐에스아이
136660,큐엠씨
016600,큐캐피탈
355390,크라우드웍스
26490K,크라운제과우
264900,크라운제과
005745,크라운해태홀딩스우
005740,크라운해태홀딩스
259960,크래프톤
096240,크레버스
040350,크레오에스지
215570,크로넥스
110790,크리스에프앤씨
045520,크린앤사이언스
036170,클라우드에어
214150,클래시스
466100,클로봇
352770,클리노믹스
237880,클리오
139670,키네마스터
020120,키다리스튜디오
487720,키움제10호스팩
489480,키움제11호스팩
413600,키움제6호스팩
433530,키움제7호스팩
446840,키움제8호스팩
039490,키움증권
054780,키이스트
336040,타스컴
219130,타이거일렉
346010,타이드
318660,타임기술
476710,타조엔터테인먼트
434190,탈로스
336680,탑런토탈솔루션
360070,탑머티리얼
180060,탑선
065130,탑엔지니어링
134580,탑코미디어
014580,태경비케이
015890,태경산업
006890,태경케미컬
023160,태광
003240,태광산업
011280,태림포장
323280,태성
053620,태양
052960,태양3C
004105,태양금속우
004100,태양금속
116100,태양기계
009410,태영건설
009415,태영건설우
044490,태웅
124560,태웅로직스
001420,태원물산
191420,테고사이언스
073640,테라사이언스
066700,테라젠이텍스
095610,테스
055490,테이팩스
308700,테크엔
064520,테크엘
089030,테크윙
258050,테크트랜스
054450,텔레칩스
078000,텔코웨어
200230,텔콘RF제약
214420,토니모리
393210,토마토시스템
475960,토모큐브
215480,토박스코리아
051360,토비스
045340,토탈소프트
108230,톱텍
079970,투비소프트
199800,툴젠
417790,트루엔
290090,트윔
026150,특수건설
464280,티디에스팜
322180,티라유텍
117730,티로보틱스
033830,티비씨
057680,티사이언티픽
204610,티쓰리
064760,티씨케이
246710,티앤알바이오팹
340570,티앤엘
043220,티에스넥스젠
277880,티에스아이
131290,티에스이
246690,TS인베스트먼트
317240,TS트릴리온
019180,티에이치엔
425420,티에프이
131100,티엔엔터테인먼트
356860,티엘비
413300,티엘엔지니어링
002900,TYM
36328K,티와이홀딩스우
363280,티와이홀딩스
321550,티움바이오
091810,티웨이항공
004870,티웨이홀딩스
425040,티이엠씨
241790,티이엠씨씨엔에스
032540,TJ미디어
022220,TKG애강
069260,TKG휴켐스
104480,티케이케미칼
081150,티플랙스
007980,TP
130740,티피씨글로벌
048770,TPC
217880,틸론
084730,팅크웨어
440110,파두
034230,파라다이스
033540,파라텍
388870,파로스아이바이오
043200,파루
214450,파마리서치
217950,파마리서치바이오
208340,파멥신
005690,파미셀
177830,파버나인
037070,파세코
150900,파수
037030,파워넷
047310,파워로직스
266870,파워풀엑스
368770,파이버프로
170790,파이오링크
049120,파인디앤씨
038950,파인디지털
387570,파인메딕스
441270,파인엠텍
106240,파인테크닉스
131760,파인텍
065690,파커스
140860,파크시스템스
091700,파트론
202960,판도라티비
032800,판타지오
318010,팜스빌
036580,팜스코
027710,팜스토리
004720,팜젠사이언스
266350,팡스카이
225590,패션플랫폼
054300,팬스타엔터프라이즈
068050,팬엔터테인먼트
028670,팬오션
222110,팬젠
271830,팸텍
010820,퍼스텍
016800,퍼시스
263750,펄어비스
251970,펌텍코리아
001020,페이퍼코리아
327610,펨토바이오메드
168360,펨트론
087010,펩트론
090080,평화산업
010770,평화홀딩스
064800,포니링크
119500,포메탈
389140,포바이포
105760,포스뱅크
022100,포스코DX
058430,포스코스틸리온
047050,포스코인터내셔널
003670,포스코퓨처엠
005490,POSCO홀딩스
189690,포시에스
318020,포인트모바일
256630,포인트엔지니어링
331380,포커스에이치엔에스
472850,폰드그룹
234100,폴라리스세원
039980,폴라리스AI
041910,폴라리스AI파마
041020,폴라리스오피스
114630,폴라리스우노
290720,푸드나무
005670,푸드웰
094940,푸른기술
007330,푸른저축은행
057880,푸른소나무
017810,풀무원
093380,풍강
023900,풍국주정
103140,풍산
005810,풍산홀딩스
371950,풍원정밀
370090,퓨런티어
445180,퓨릿
151910,퓨처코어
341170,퓨쳐메디신
220100,퓨쳐켐
035200,프럼파스트
334970,프레스티지바이오로직스
950210,프레스티지바이오파마
321260,프로이천
296160,프로젠
053610,프로텍
303360,프로티아
377220,프롬바이오
335810,프리시젼바이오
053160,프리엠스
405000,플라즈맵
041590,플래스크
367000,플래티어
075130,플랜티넷
222670,플럼라인생명과학
009810,플레이그램
237820,플레이디
023770,플레이위드
019570,플루토스
300080,플리토
033790,피노
032580,피델릭스
051380,피씨디렉트
241820,피씨엘
452450,피아이이
178920,PI첨단소재
237750,피앤씨테크
460940,피앤에스미캐닉스
319660,피에스케이
031980,피에스케이홀딩스
002230,피에스텍
043370,피에이치에이
239890,피엔에이치테크
347740,피엔케이피부임상연구센타
137400,피엔티
257370,피엔티엠에스
024940,PN풍년
147760,피엠티
128660,피제이메탈
006140,피제이전자
376180,피코그램
304840,피플바이오
087600,픽셀플러스
291810,핀텔
378340,필에너지
161580,필옵틱스
347770,핌스
163730,핑거
417180,핑거스토리
446750,하나26호스팩
448370,하나27호스팩
454750,하나28호스팩
454640,하나29호스팩
469880,하나30호스팩
469900,하나31호스팩
475240,하나32호스팩
475250,하나33호스팩
484130,하나34호스팩
435620,하나금융25호스팩
086790,하나금융지주
299030,하나기술
067310,하나마이크론
166090,하나머티리얼즈
293480,하나제약
039130,하나투어
136480,하림
003380,하림지주
450330,하스
101670,하이드로리튬
365590,하이딥
149980,하이로닉
013030,하이록코리아
352820,하이브
126700,하이비젼시스템
106080,하이소닉
071090,하이스틸
450050,하이제8호스팩
160190,하이젠알앤엠
221840,하이즈항공
106190,하이텍팜
000087,하이트진로2우B
000080,하이트진로
000145,하이트진로홀딩스우
000140,하이트진로홀딩스
065650,하이퍼코퍼레이션
066130,하츠
004590,한국가구
036460,한국가스공사
039340,한국경제TV
005430,한국공항
034950,한국기업평가
010040,한국내화
025540,한국단자
222980,한국맥널티
010100,한국무브넥스
331660,한국미라클피플사
256840,한국비엔씨
219750,한국비티비
004090,한국석유
025550,한국선재
002200,한국수출포장
002960,한국쉘석유
017890,한국알콜
000240,한국앤컴퍼니
033270,유나이티드제약
080720,한국유니온제약
123890,한국자산신탁
015760,한국전력
052690,한전기술
063570,한국전자금융
041460,한국전자인증
006200,한국전자홀딩스
101680,한국정밀기계
039740,한국정보공학
053300,한국정보인증
025770,한국정보통신
458610,한국제12호스팩
464440,한국제13호스팩
477530,한국제14호스팩
479880,한국제15호스팩
027970,한국제지
023350,한국종합기술
025890,한국주강
000970,한국주철관
104700,한국철강
062970,한국첨단소재
017960,한국카본
023760,한국캐피탈
054040,한국컴퓨터
161890,한국콜마
021650,한국큐빅
161390,한국타이어앤테크놀로지
034830,한국토지신탁
152550,한국ANKOR유전
168490,한국패러랠
071055,한국금융지주우
071050,한국금융지주
007280,한국특강
032300,한국파마
037230,한국팩키지
448900,한국피아이엠
047810,한국항공우주
123690,한국화장품
003350,한국화장품제조
030520,한글과컴퓨터
052600,한네트
011500,한농화성
002390,한독
256150,한독크린텍
092460,한라IMS
053690,한미글로벌
042700,한미반도체
008930,한미사이언스
128940,한미약품
452190,한빛레이저
047080,한빛소프트
009240,한샘
452280,한선엔지니어링
020000,한섬
003680,한성기업
066980,한성크린텍
105630,한세실업
069640,한세엠케이
016450,한세예스24홀딩스
010420,한솔PNS
009180,한솔로지스틱스
114810,한솔아이원스
070590,한솔인티큐브
213500,한솔제지
014680,한솔케미칼
004710,한솔테크닉스
004150,한솔홀딩스
025750,한솔홈데코
226440,한송네오텍
042520,한스바이오메드
004960,한신공영
011700,한신기계
430690,한싹
078350,한양디지텍
045100,한양이엔지
001755,한양증권우
001750,한양증권
018880,한온시스템
009420,한올바이오파마
320000,한울반도체
214870,한울BnC
091440,한울소재과학
014130,한익스프레스
024740,한일단조
005860,한일사료
300720,한일시멘트
002220,한일철강
006390,한일현대시멘트
003300,한일홀딩스
007770,한일화학
051600,한전KPS
130660,한전산업
198940,한주라이트메탈
058450,한주에이알티
107640,한중엔시에스
002320,한진
003480,한진중공업홀딩스
18064K,한진칼우
180640,한진칼
005110,한창
079170,한창산업
009460,한창제지
372910,한컴라이프케어
054920,한컴위드
457370,한켐
002680,한탑
000885,한화우
00088K,한화3우B
45226K,한화갤러리아우
452260,한화갤러리아
451800,한화리츠
000880,한화
489790,한화비전
088350,한화생명
000370,한화손해보험
009835,한화솔루션우
009830,한화솔루션
272210,한화시스템
012450,한화에어로스페이스
082740,한화엔진
042660,한화오션
003535,한화투자증권우
003530,한화투자증권
455310,한화플러스제4호스팩
195870,해성디에스
034810,해성산업
03481K,해성산업1우
059270,해성에어로보틱스
076610,해성옵틱스
101530,해태제과식품
220180,핸디소프트
143210,핸즈코퍼레이션
900270,헝셩그룹
214180,헥토이노베이션
234340,헥토파이낸셜
084990,헬릭스미스
000725,현대건설우
000720,현대건설
170030,현대공업
453340,현대그린푸드
086280,현대글로비스
064350,현대로템
079430,현대리바트
012330,현대모비스
319400,현대무벡스
052260,현대바이오랜드
048410,현대바이오
069960,현대백화점
004560,현대비앤지스틸
016790,현대사료
004310,현대약품
041440,현대에버다임
187660,현대ADM
039010,현대에이치티
017800,현대엘리베이
307950,현대오토에버
011210,현대위아
090850,현대이지웰
005385,현대차우
005387,현대차2우B
005389,현대차3우B
005380,현대차
004020,현대제철
005440,현대지에프홀딩스
001500,현대차증권
011760,현대코퍼레이션
227840,현대코퍼레이션홀딩스
126560,현대퓨처넷
001450,현대해상
057050,현대홈쇼핑
460930,현대힘스
092300,현우산업
138360,협진
011080,형지I&C
093240,형지엘리트
003010,혜인
111110,호전실업
008775,호텔신라우
008770,호텔신라
060560,홈센타홀딩스
064240,홈캐스트
039610,화성밸브
378850,화승알앤에이
241590,화승엔터프라이즈
006060,화승인더
013520,화승코퍼레이션
010690,화신
126640,화신정공
133820,화인베스틸
127980,화인써키트
061250,화일약품
010660,화천기계
000850,화천기공
016580,환인제약
032560,황금에스티
004800,효성
094280,효성ITX
097870,효성오앤비
298040,효성중공업
298020,효성티앤씨
298000,효성화학
093370,후성
081660,휠라홀딩스
290270,휴네시온
005870,휴니드
353190,휴럼
192410,휴림네트웍스
090710,휴림로봇
078590,휴림에이텍
205470,휴마시스
115160,휴맥스
028080,휴맥스홀딩스
175140,휴먼테크놀로지
200670,휴메딕스
079980,휴비스
065510,휴비츠
215090,휴센텍
005010,휴스틸
263920,휴엠앤씨
243070,휴온스
084110,휴온스글로벌
